,Unnamed: 0,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
4589,4589,1,1,0,0,4.511164,0.063,17.878,235.1942,0.226,0.0,,1468.0,F5 V,1.64,,4.2,,,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,,,
4591,4591,1,1,0,0,1.5433897,0.0236,14.908,750.07504,1.25,0.0,,1357.0,K3 V,0.72,,4.63,,,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,,,
4592,4592,2,1,0,0,1.6753728,0.023,16.589,756.4354,0.31,,,,G6 V,1.02,,,,,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,,,
4593,4593,1,1,0,0,1.3373508,0.019,3.18,20.6,3.45,0.0,,1650.0,,0.75,,4.5,,,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,,,
4595,4595,1,1,0,0,0.882059,0.01677,14.863,425.57437,0.711,0.0,,1284.0,,0.77,-0.592,4.7,,,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,,,
4596,4596,1,1,0,0,2.4997,0.035,12.218,295.5819,0.89,0.01,503.0,1345.0,K0 V,0.89,,4.41,,,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,,,
4597,4597,1,1,0,0,4.43527,0.058,11.994,921.707,2.93,0.06,729.0,1448.0,F8 V,1.34,,4.37,,,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,,,
4679,4679,1,1,0,0,3.101278,0.0434,14.011,197.046,0.4,,,,,1.14,0.188,,,,<a refstr=KONACKI_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...624..372K/abstract target=ref> Konacki et al. 2005 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,
4681,4681,1,1,0,0,1.4324752,0.02289,12.251,400.449,1.2,,,,,0.78,-0.529,,,,<a refstr=BOUCHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...421L..13B/abstract target=ref> Bouchy et al. 2004 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,
4682,4682,1,1,0,0,1.689868,0.03035,13.45,375.02,0.85,,,2013.0,,1.3,0.371,4.31,,,<a refstr=BOUCHY_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...421L..13B/abstract target=ref> Bouchy et al. 2004 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,
4685,4685,1,1,0,0,1.2119189,0.02383,15.278,441.77,0.68,,,2212.0,,,0.35,,,,<a refstr=KONACKI_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003Natur.421..507K/abstract target=ref> Konacki et al. 2003 </a>,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,
4698,4698,1,1,0,0,0.09070629,0.0044,,382.8,23.0,0.06,,,,1.4,,,,,<a refstr=BAILES_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1717B/abstract target=ref> Bailes et al. 2011 </a>,<a refstr=BAILES_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1717B/abstract target=ref> Bailes et al. 2011 </a>,,,
4699,4699,1,1,0,0,0.322964,0.0102,,,1.84,0.0017,,,,1.4,,,,,<a refstr=SPIEWAK_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475..469S/abstract target=ref>Spiewak et al. 2018</a>,<a refstr=SPIEWAK_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475..469S/abstract target=ref>Spiewak et al. 2018</a>,,,
4704,4704,1,1,0,0,1.4200242,0.02332,12.812,411.27202,1.076,0.0,,1418.0,,0.84,-0.438,4.55,,,<a refstr=ALSUBAI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1012.3027A/abstract target=ref> Alsubai et al. 2011 </a>,<a refstr=COLLINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...78C/abstract target=ref>Collins et al. 2017</a>,,,
4705,4705,1,1,0,0,1.645321,0.0286,17.295,233.92288,0.248,0.0,,1955.0,F7 V,1.16,0.3,4.3,,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,,,
4706,4706,1,1,0,0,1.33711647,0.02153,14.056,792.635,1.573,0.0,,1344.0,,0.74,,4.53,,,<a refstr=BRYAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5912B/abstract target=ref> Bryan et al. 2011 </a>,<a refstr=MANCINI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M/abstract target=ref>Mancini et al. 2014</a>,,,
4707,4707,1,1,0,0,2.5079204,0.03783,12.285,1369.8473,4.0,0.0,1330.0,1681.0,G0 V,1.15,0.279,4.29,,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,,,
4708,4708,1,1,0,0,1.8053564,0.02803,12.722,1938.763,5.1,0.0,614.0,1385.0,K1 V,0.9,-0.318,4.53,,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,,,
4709,4709,1,1,0,0,2.8792319,0.04127,12.408,1373.0256,3.95,0.0,669.0,1415.0,G2 V,1.13,0.056,4.43,,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,,,
4711,4711,1,1,0,0,2.032046,0.0352,19.055,597.5204,0.502,0.0,,2053.0,F4 V,1.41,0.563,4.2,,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,,,
4712,4712,1,1,0,0,3.71495,0.0474,14.404,117.91493,0.216,0.0,,1457.0,G0 V,1.03,0.228,4.21,,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,,,
4713,4713,1,1,0,0,1.540731,0.0234,11.31,378.2177,1.43,0.0,,1134.0,K5 V,0.72,-0.821,4.61,,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,,,
4725,4725,2,1,0,1,200.452,0.90281,11.25,942.0,3.64,0.0271,,,F9,1.24,,4.25,,,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,,,
4726,4726,1,1,0,0,15.168865,0.1207,12.52,617.22586,1.847,0.575,,974.0,G3,1.03,0.078,4.38,,,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,,,
4727,4727,1,1,0,0,3.660028,0.051,16.701,212.94503,0.25,0.03,,1762.0,,1.32,0.61,,,,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,,,
4728,4728,1,2,0,0,4.11296,0.052,2.265,10.15,4.85,0.177,232.0,1077.0,G9 V,0.94,,4.55,,,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,,,
4730,4730,1,2,0,0,6.443868,0.06152,2.587,13.5,4.30062,0.047,62.9,784.0,,0.75,-0.623,4.6,,,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,,
4731,4731,1,2,0,0,12.226574,0.09429,2.651,2.5,0.77191,0.088,26.8,634.0,,0.75,-0.623,4.6,,,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,,
4733,4733,1,1,0,0,4.0782387,0.0561,14.572,1064.72516,1.89,0.025,532.0,1728.0,F6 V,1.35,0.671,4.05,,,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,,,
4735,4735,1,2,0,0,8.350381,0.07098,16.814,309.56642,0.38,0.047,,637.0,K7,0.68,-0.854,4.6,,,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,,,
4737,4737,2,1,0,0,2.4919863,0.0287,2.415,6.28,2.45,0.0,40.6,703.0,M2.0 V,0.51,-1.469,4.8,,,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,,,
4740,4740,1,1,0,0,24.245586,0.1288,3.65,15.4,1.74,0.087,1.93,330.0,M3 V,0.48,-1.487,4.77,,,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,,,
4741,4741,1,1,0,0,3.444717,0.03826,1.694,5.9,6.7,,60.3,775.0,M0.5 V,0.63,-1.054,4.64,,,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...22C/abstract target=ref>Cloutier et al. 2020</a>,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,,,
4742,4742,1,4,0,0,4.30744,0.049,3.01,8.1,1.63,,196.0,955.0,K V,0.87,,4.4,,,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,,
4743,4743,1,4,0,0,5.904144,0.061,2.51,8.8,3.21,,129.0,860.0,K V,0.87,,4.4,,,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,,
4744,4744,1,4,0,0,18.6559,0.131,3.51,5.3,0.7,,28.0,586.0,K V,0.87,,4.4,,,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,,
4745,4745,1,4,0,0,37.9216,0.211,3.78,14.8,1.51,,11.0,462.0,K V,0.87,,4.4,,,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,,,
4746,4746,1,3,0,0,4.65382,0.05186,2.726,9.5,2.57,0.194,185.0,1037.0,K0 V,0.86,-0.285,4.52,,,<a refstr=QUINN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..177Q/abstract target=ref>Quinn et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,,,
4747,4747,1,3,0,0,9.15059,0.0814,2.759,6.63,1.73,0.066,77.59,828.0,K0 V,0.86,-0.285,4.52,,,<a refstr=QUINN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..177Q/abstract target=ref>Quinn et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,,,
4748,4748,1,3,0,0,19.98,0.137,2.93,13.6,2.98,0.168,26.7,638.0,K0 V,0.86,-0.285,4.52,,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,,,
4749,4749,2,1,0,0,3.477978,0.0407,11.456,140.16233,0.513,0.0,,963.0,,0.74,,4.61,,,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,,,
4750,4750,1,2,0,0,3.12748,0.0366,2.34,8.6,3.69,0.0,91.0,860.0,K6 V,0.66,-0.857,4.57,,,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,,,
4751,4751,1,2,0,0,7.49325,0.0656,2.82,11.8,2.87,0.0,28.4,643.0,K6 V,0.66,-0.857,4.57,,,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,,,
4754,4754,1,1,0,0,8.1577094,0.0711,9.1,96.4,0.71,0.105,,919.0,K1-K2,0.96,,4.55,,,<a refstr=DONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926L...7D/abstract target=ref>Dong et al. 2022</a>,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,,,
4755,4755,1,2,0,0,3.31599,0.0412,4.14,24.6,1.9,0.338,,961.0,,0.85,,4.55,,,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,,,
4757,4757,1,1,0,0,14.47567,0.095,12.218,5879.82553,18.0,0.013,,,M0 V,0.54,-1.212,4.68,,,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,,,
4758,4758,1,1,0,0,3.9443715,0.0497,13.798,94.71287,0.198,0.055,,1562.0,,1.17,0.39,4.05,,,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,,
4759,4759,1,1,0,0,4.537164,0.059,9.427,113.14691,0.743,0.032,,1388.0,,1.44,0.334,4.39,,,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,,
4760,4760,1,1,0,0,2.1097019,0.026,3.42,22.4,3.08,0.059,860.0,1395.0,G8 V,0.97,-0.222,4.48,,,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,,,
4761,4761,2,1,0,0,4.720219,0.0626,15.648,753.2571,1.08,0.073,,1679.0,,1.46,0.713,4.03,,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,,
4762,4762,2,1,0,1,95.174,0.4607,6.85,33.0,0.56,0.088,,,,1.13,,4.0,,,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,,,
4764,4764,1,1,0,0,12.9972,0.108,3.96,9.0,0.795,0.04,,867.0,G2 V,0.98,0.048,4.41,,,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,,,
4765,4765,1,1,0,0,2.650237,0.046,16.701,991.62463,1.17,0.0022,5300.0,2370.0,Am C,1.9,1.068,4.15,,,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,,,
4769,4769,2,1,0,0,11.06201,0.061,1.672,4.82,5.6,0.0,1.8,326.0,M4 &#177 0.5 V,0.25,-2.155,4.95,,,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,,,
4770,4770,1,1,0,0,10.180249,0.0903,11.882,270.47333,0.88,0.024,,918.0,,0.95,-0.013,4.37,,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,,
4771,4771,1,1,0,0,5.857487,0.07037,14.067,797.7533,1.68,0.262,,1404.0,F,1.35,0.497,4.13,,,<a refstr=CA_NTILDE_AS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...877L..29C/abstract target=ref>Ca&ntilde;as et al. 2019</a>,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,,,
4774,4774,1,1,0,0,2.0845435,0.03138,14.415,375.0394,0.686,0.0,1062.0,1588.0,G9 IV,0.95,0.02,4.28,,,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,,,
4775,4775,1,1,0,0,5.331751,0.06864,13.888,314.6517,0.64,0.036,,1619.0,,1.52,0.732,3.94,,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,,
4776,4776,1,1,0,0,4.231306,0.058,16.69,387.7526,0.49,0.0,,1669.0,F,1.44,0.636,4.19,,,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,,,
4777,4777,2,1,0,0,0.989343,0.01545,1.79,4.91,4.7,0.16,121.0,924.0,M2,0.5,-1.539,4.83,,,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...79C/abstract target=ref>Cloutier et al. 2021</a>,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...79C/abstract target=ref>Cloutier et al. 2021</a>,,,
4778,4778,1,2,0,0,10.98462,0.103,2.06,41.31769,8.6,0.59,,1062.0,F7 V,1.21,,4.29,,,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,,,
