,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
2616,1,3,0,0,7.02573474,,1.46,,,,,,,1.02,,4.42,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2617,1,1,0,0,26.548955,,1.07,,,,,,,0.92,,4.5,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2618,1,1,0,0,3.38555488,,1.52,,,,,,,1.23,,4.24,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2619,1,1,0,0,5.49548621,,0.94,0.779,,,,,,0.97,,4.47,Terrestrial,Kepler-1572 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.779 EarthsCOMMA it takes 5.5 days to complete one orbit of its starCOMMA and is 0.0614 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1572 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.779 EarthsCOMMA it takes 5.5 days to complete one orbit of its starCOMMA and is 0.0614 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2447/kepler-1572-b/,A rocky world outside our solar system
2620,1,1,0,0,2.6157554,,1.2,,,,,,,1.01,,4.44,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2621,1,1,0,0,6.9424334,,1.29,,,,,,,1.06,,4.4,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2622,1,1,0,0,2.55314213,,1.31,,,,,,,0.95,,4.49,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2623,1,1,0,0,6.98471973,,1.04,,,,,,,1.05,,4.4,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2624,1,1,0,0,6.30560247,,1.13,,,,,,,0.78,,4.6,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2625,1,1,0,0,1.45088691,,1.04,,,,,,,0.9,,4.53,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2626,1,1,0,0,0.84990789,,0.84,0.52,,,,,,0.75,,4.63,Terrestrial,Kepler-1579 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.52 EarthsCOMMA it takes 0.8 days to complete one orbit of its starCOMMA and is 0.014 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1579 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.52 EarthsCOMMA it takes 0.8 days to complete one orbit of its starCOMMA and is 0.014 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2454/kepler-1579-b/,A rocky world outside our solar system
2627,1,2,0,0,16.709184,0.111,2.12,,,,,,,,,4.66,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,
2628,1,2,0,0,28.551383,0.158,1.9,,,,,,,,,4.66,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,
2629,1,1,0,0,56.6449279,,2.11,,,,,,,1.47,,3.94,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2630,1,1,0,0,6.28385491,,0.8,0.437,,,,,,1.12,,4.31,Terrestrial,Kepler-1581 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.437 EarthsCOMMA it takes 6.3 days to complete one orbit of its starCOMMA and is 0.0674 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1581 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.437 EarthsCOMMA it takes 6.3 days to complete one orbit of its starCOMMA and is 0.0674 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2456/kepler-1581-b/,A rocky world outside our solar system
2631,1,1,0,0,4.83817712,,1.49,,,,,,,0.28,,4.93,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2632,1,1,0,0,9.32807355,,0.6,0.156,,,,,,0.94,,4.49,Terrestrial,Kepler-1583 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.156 EarthsCOMMA it takes 9.3 days to complete one orbit of its starCOMMA and is 0.085 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1583 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.156 EarthsCOMMA it takes 9.3 days to complete one orbit of its starCOMMA and is 0.085 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2458/kepler-1583-b/,A rocky world outside our solar system
2633,1,1,0,0,13.3997099,,1.61,,,,,,,1.1,,4.37,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2634,1,1,0,0,3.5827463,,1.79,,,,,,,0.94,,4.5,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2635,1,1,0,0,15.6049212,,1.52,,,,,,,1.45,,4.12,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2636,1,1,0,0,9.4060467,,1.33,,,,,,,1.08,,4.3,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2637,1,1,0,0,7.84931739,,0.76,0.363,,,,,,0.96,,4.43,Terrestrial,Kepler-1588 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 EarthsCOMMA it takes 7.8 days to complete one orbit of its starCOMMA and is 0.0726 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1588 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 EarthsCOMMA it takes 7.8 days to complete one orbit of its starCOMMA and is 0.0726 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2463/kepler-1588-b/,A rocky world outside our solar system
2638,1,1,0,0,0.99166527,,1.09,,,,,,,1.18,,4.32,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2639,1,2,0,0,10.139623,0.082,2.38,,,,,,,,,4.65,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,
2640,1,2,0,0,43.595792,0.218,3.41,,,,,,,,,4.65,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,
2641,1,1,0,0,7.61760804,,1.14,,,,,,,1.11,,4.35,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2642,1,1,0,0,8.18504949,,1.27,,,,,,,1.1,,4.35,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2643,1,1,0,0,3.05710069,,1.54,,,,,,,1.18,,4.29,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2644,1,1,0,0,174.509835,,3.17,,,,,,,0.81,,4.59,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2645,1,1,0,0,2.71603809,,1.06,,,,,,,1.06,,4.39,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2646,1,1,0,0,4.56380468,,1.23,,,,,,,0.84,,4.56,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2647,1,1,0,0,66.373379,,1.9,,,,,,,0.95,,4.49,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2648,1,1,0,0,2.94654179,,1.06,,,,,,,1.25,,4.24,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2649,1,1,0,0,4.34195123,,0.95,0.809,,,,,,1.07,,4.39,Terrestrial,Kepler-1598 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.809 EarthsCOMMA it takes 4.3 days to complete one orbit of its starCOMMA and is 0.0527 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1598 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.809 EarthsCOMMA it takes 4.3 days to complete one orbit of its starCOMMA and is 0.0527 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2473/kepler-1598-b/,A rocky world outside our solar system
2650,1,1,0,0,122.363553,,1.62,,,,,,,0.99,,4.45,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2651,2,1,0,1,228.776,0.7048,8.449,105.833,0.964,0.0069,,,,0.69,,4.65,,,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,,,
2652,1,3,0,0,4.309397,0.05511,1.715,,,,,,,,0.004,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,,,
2653,1,3,0,0,13.699429,0.1192,3.76,,,,,,,,0.004,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,,,
2654,1,3,0,0,30,0.17,,100,,,,,,,0.004,,,,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,<a refstr=HELLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...638A..10H/abstract target=ref>Heller et al. 2020</a>,,,
2655,1,2,0,0,386.370548,,3.13,,,,,,,0.86,,4.55,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2656,1,2,0,0,7.29804993,,1.942,,,,,,,0.82,,4.51,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,,,
2657,1,1,0,0,2.20921951,,0.82,0.477,,,,,,1.04,,4.4,Terrestrial,Kepler-1601 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.477 EarthsCOMMA it takes 2.2 days to complete one orbit of its starCOMMA and is 0.0336 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1601 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.477 EarthsCOMMA it takes 2.2 days to complete one orbit of its starCOMMA and is 0.0336 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2247/kepler-1601-b/,A rocky world outside our solar system
2658,1,1,0,0,11.17931605,,1.34,,,,,,,1.22,,4.25,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2659,1,1,0,0,2.27163926,,1.29,,,,,,,1.21,,4.28,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2660,1,1,0,0,0.68368426,,1.41,,,,,,,0.81,,4.59,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2661,1,1,0,0,85.7565495,,1.08,,,,,,,0.86,,4.55,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2662,1,1,0,0,196.435224,,2.07,,,,,,,0.9,,4.53,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2663,1,1,0,0,13.6473676,,0.92,0.721,,,,,,1.14,,4.33,Terrestrial,Kepler-1607 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.721 EarthsCOMMA it takes 13.6 days to complete one orbit of its starCOMMA and is 0.1075 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1607 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.721 EarthsCOMMA it takes 13.6 days to complete one orbit of its starCOMMA and is 0.1075 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2253/kepler-1607-b/,A rocky world outside our solar system
2664,1,1,0,0,16.4735686,,1.73,,,,,,,0.75,,4.61,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2665,1,1,0,0,114.34219,,2.22,,,,,,,1.18,,4.29,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2666,1,2,0,0,4.921355,0.054,2.12,,,,,,,,,4.55,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,
2667,1,2,0,0,7.06424,0.068,2.05,,,,,,,,,4.55,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,,
2668,1,1,0,0,8.70181574,,1.61,,,,,,,0.91,,4.52,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,,
2669,1,1,0,0,5.1762429,,0.81,0.457,,,,,,0.94,,4.49,Terrestrial,Kepler-1611 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.457 EarthsCOMMA it takes 5.2 days to complete one orbit of its starCOMMA and is 0.0586 AU from its star. Its discovery was announced in 2016.,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler-1611 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.457 EarthsCOMMA it takes 5.2 days to complete one orbit of its starCOMMA and is 0.0586 AU from its star. Its discovery was announced in 2016.,/exoplanet-catalog/2257/kepler-1611-b/,A rocky world outside our solar system
